# GbID,Accession,TaxID,Organism,SpeciesTaxID,SpeciesName,Size
6154808,GCA_900286475.1,408170,human gut metagenome (metagenomes),408170,human gut metagenome,12612283
6154768,GCA_900285905.1,408170,human gut metagenome (metagenomes),408170,human gut metagenome,8436672
6154648,GCA_900286715.1,408170,human gut metagenome (metagenomes),408170,human gut metagenome,6872728
6154528,GCA_900287935.1,408170,human gut metagenome (metagenomes),408170,human gut metagenome,5186095
6154508,GCA_900287995.1,408170,human gut metagenome (metagenomes),408170,human gut metagenome,20894099
6154488,GCA_900287975.1,408170,human gut metagenome (metagenomes),408170,human gut metagenome,3903148
6154468,GCA_900284595.1,408170,human gut metagenome (metagenomes),408170,human gut metagenome,17807532
6154448,GCA_900284715.1,408170,human gut metagenome (metagenomes),408170,human gut metagenome,6487671
6154428,GCA_900288345.1,408170,human gut metagenome (metagenomes),408170,human gut metagenome,23823521
6154408,GCA_900285445.1,408170,human gut metagenome (metagenomes),408170,human gut metagenome,32461071
6154318,GCA_900288245.1,408170,human gut metagenome (metagenomes),408170,human gut metagenome,27812974
6154258,GCA_900287865.1,408170,human gut metagenome (metagenomes),408170,human gut metagenome,27360425
6154228,GCA_900286645.1,408170,human gut metagenome (metagenomes),408170,human gut metagenome,25614869
6154188,GCA_900285825.1,408170,human gut metagenome (metagenomes),408170,human gut metagenome,27915840
6154138,GCA_900284655.1,408170,human gut metagenome (metagenomes),408170,human gut metagenome,6310506
6154078,GCA_900284645.1,408170,human gut metagenome (metagenomes),408170,human gut metagenome,18487956
6154038,GCA_900286405.1,408170,human gut metagenome (metagenomes),408170,human gut metagenome,3572983
6154018,GCA_900286395.1,408170,human gut metagenome (metagenomes),408170,human gut metagenome,33224691
6153958,GCA_900288765.1,408170,human gut metagenome (metagenomes),408170,human gut metagenome,4587502
6153858,GCA_900288755.1,408170,human gut metagenome (metagenomes),408170,human gut metagenome,25022791
6153658,GCA_900285635.1,408170,human gut metagenome (metagenomes),408170,human gut metagenome,24212717
6153598,GCA_900286845.1,408170,human gut metagenome (metagenomes),408170,human gut metagenome,27931949
6153558,GCA_900286385.1,408170,human gut metagenome (metagenomes),408170,human gut metagenome,26834136
6153508,GCA_900286365.1,408170,human gut metagenome (metagenomes),408170,human gut metagenome,8708126
6153468,GCA_900284315.1,408170,human gut metagenome (metagenomes),408170,human gut metagenome,17822953
6153418,GCA_900285655.1,408170,human gut metagenome (metagenomes),408170,human gut metagenome,21973168
6153378,GCA_900285395.1,408170,human gut metagenome (metagenomes),408170,human gut metagenome,13041768
6153358,GCA_900285335.1,408170,human gut metagenome (metagenomes),408170,human gut metagenome,3826087
6153338,GCA_900288165.1,408170,human gut metagenome (metagenomes),408170,human gut metagenome,3320590
6153268,GCA_900288125.1,408170,human gut metagenome (metagenomes),408170,human gut metagenome,9003493
6153228,GCA_900284465.1,408170,human gut metagenome (metagenomes),408170,human gut metagenome,2846160
6153188,GCA_900284405.1,408170,human gut metagenome (metagenomes),408170,human gut metagenome,6117910
6153168,GCA_900285745.1,408170,human gut metagenome (metagenomes),408170,human gut metagenome,9730531
6153138,GCA_900285415.1,408170,human gut metagenome (metagenomes),408170,human gut metagenome,13922623
6153118,GCA_900287955.1,408170,human gut metagenome (metagenomes),408170,human gut metagenome,7703279
6153028,GCA_900287945.1,408170,human gut metagenome (metagenomes),408170,human gut metagenome,10966222
6152938,GCA_900286605.1,408170,human gut metagenome (metagenomes),408170,human gut metagenome,5133893
6152898,GCA_900286575.1,408170,human gut metagenome (metagenomes),408170,human gut metagenome,17498206
6152838,GCA_900285175.1,408170,human gut metagenome (metagenomes),408170,human gut metagenome,6037249
6152798,GCA_900286995.1,408170,human gut metagenome (metagenomes),408170,human gut metagenome,7384792
6152758,GCA_900286975.1,408170,human gut metagenome (metagenomes),408170,human gut metagenome,6452784
6152718,GCA_900284675.1,408170,human gut metagenome (metagenomes),408170,human gut metagenome,17681796
6152678,GCA_900288555.1,408170,human gut metagenome (metagenomes),408170,human gut metagenome,2931991
6152638,GCA_900286925.1,408170,human gut metagenome (metagenomes),408170,human gut metagenome,7658251
6152598,GCA_900286885.1,408170,human gut metagenome (metagenomes),408170,human gut metagenome,26023318
6152558,GCA_900285305.1,408170,human gut metagenome (metagenomes),408170,human gut metagenome,5544907
6152448,GCA_900285255.1,408170,human gut metagenome (metagenomes),408170,human gut metagenome,6852135
6152368,GCA_900288255.1,408170,human gut metagenome (metagenomes),408170,human gut metagenome,15407327
6152288,GCA_900288225.1,408170,human gut metagenome (metagenomes),408170,human gut metagenome,6015704
6152158,GCA_900288635.1,408170,human gut metagenome (metagenomes),408170,human gut metagenome,30756762
6152078,GCA_900284735.1,408170,human gut metagenome (metagenomes),408170,human gut metagenome,30166486
6151938,GCA_900287285.1,408170,human gut metagenome (metagenomes),408170,human gut metagenome,32702801
6151898,GCA_900287985.1,408170,human gut metagenome (metagenomes),408170,human gut metagenome,28541243
6151838,GCA_900288175.1,408170,human gut metagenome (metagenomes),408170,human gut metagenome,8055601
6151778,GCA_900287665.1,408170,human gut metagenome (metagenomes),408170,human gut metagenome,4334827
6151738,GCA_900287635.1,408170,human gut metagenome (metagenomes),408170,human gut metagenome,16479660
6151718,GCA_900287705.1,408170,human gut metagenome (metagenomes),408170,human gut metagenome,1821716
6151678,GCA_900287645.1,408170,human gut metagenome (metagenomes),408170,human gut metagenome,15069271
6151638,GCA_900288455.1,408170,human gut metagenome (metagenomes),408170,human gut metagenome,25938189
6151578,GCA_900288355.1,408170,human gut metagenome (metagenomes),408170,human gut metagenome,2261932
6151538,GCA_900286205.1,408170,human gut metagenome (metagenomes),408170,human gut metagenome,6739120
6151518,GCA_900288595.1,408170,human gut metagenome (metagenomes),408170,human gut metagenome,35495211
6151498,GCA_900286165.1,408170,human gut metagenome (metagenomes),408170,human gut metagenome,15957987
6151478,GCA_900286155.1,408170,human gut metagenome (metagenomes),408170,human gut metagenome,4881327
6151438,GCA_900287215.1,408170,human gut metagenome (metagenomes),408170,human gut metagenome,6659571
6151338,GCA_900287205.1,408170,human gut metagenome (metagenomes),408170,human gut metagenome,21993929
6151298,GCA_900285365.1,408170,human gut metagenome (metagenomes),408170,human gut metagenome,10611562
6151258,GCA_900285275.1,408170,human gut metagenome (metagenomes),408170,human gut metagenome,20832625
6151218,GCA_900286735.1,408170,human gut metagenome (metagenomes),408170,human gut metagenome,10259808
6151178,GCA_900286625.1,408170,human gut metagenome (metagenomes),408170,human gut metagenome,19512282
6151118,GCA_900286615.1,408170,human gut metagenome (metagenomes),408170,human gut metagenome,9359241
6151078,GCA_900287245.1,408170,human gut metagenome (metagenomes),408170,human gut metagenome,6134231
6151038,GCA_900287235.1,408170,human gut metagenome (metagenomes),408170,human gut metagenome,14849778
6150978,GCA_900286005.1,408170,human gut metagenome (metagenomes),408170,human gut metagenome,16958540
6150878,GCA_900287845.1,408170,human gut metagenome (metagenomes),408170,human gut metagenome,15751027
6150818,GCA_900286435.1,408170,human gut metagenome (metagenomes),408170,human gut metagenome,8196855
6150718,GCA_900286425.1,408170,human gut metagenome (metagenomes),408170,human gut metagenome,13763519
6150658,GCA_900284835.1,408170,human gut metagenome (metagenomes),408170,human gut metagenome,9929046
6150618,GCA_900284815.1,408170,human gut metagenome (metagenomes),408170,human gut metagenome,12003930
6150518,GCA_900284915.1,408170,human gut metagenome (metagenomes),408170,human gut metagenome,6992164
6150438,GCA_900284905.1,408170,human gut metagenome (metagenomes),408170,human gut metagenome,8829622
6150418,GCA_900284895.1,408170,human gut metagenome (metagenomes),408170,human gut metagenome,5757304
6150398,GCA_900284865.1,408170,human gut metagenome (metagenomes),408170,human gut metagenome,9668322
6150338,GCA_900288705.1,408170,human gut metagenome (metagenomes),408170,human gut metagenome,5085691
6150198,GCA_900288695.1,408170,human gut metagenome (metagenomes),408170,human gut metagenome,17348358
6150158,GCA_900288415.1,408170,human gut metagenome (metagenomes),408170,human gut metagenome,6075691
6150098,GCA_900288335.1,408170,human gut metagenome (metagenomes),408170,human gut metagenome,28948975
6150038,GCA_900285375.1,408170,human gut metagenome (metagenomes),408170,human gut metagenome,19016065
6149978,GCA_900287315.1,408170,human gut metagenome (metagenomes),408170,human gut metagenome,25621021
6149958,GCA_900287275.1,408170,human gut metagenome (metagenomes),408170,human gut metagenome,4632784
6149898,GCA_900288885.1,408170,human gut metagenome (metagenomes),408170,human gut metagenome,3817234
6149858,GCA_900288875.1,408170,human gut metagenome (metagenomes),408170,human gut metagenome,21920541
6149818,GCA_900287435.1,408170,human gut metagenome (metagenomes),408170,human gut metagenome,9402145
6149778,GCA_900286915.1,408170,human gut metagenome (metagenomes),408170,human gut metagenome,17672446
6149738,GCA_900286895.1,408170,human gut metagenome (metagenomes),408170,human gut metagenome,7670462
6149698,GCA_900285715.1,408170,human gut metagenome (metagenomes),408170,human gut metagenome,11254731
6149658,GCA_900285705.1,408170,human gut metagenome (metagenomes),408170,human gut metagenome,5441946
6149638,GCA_900288525.1,408170,human gut metagenome (metagenomes),408170,human gut metagenome,34056034
6149598,GCA_900288515.1,408170,human gut metagenome (metagenomes),408170,human gut metagenome,4062234
6149578,GCA_900287875.1,408170,human gut metagenome (metagenomes),408170,human gut metagenome,31570005
6149538,GCA_900286585.1,408170,human gut metagenome (metagenomes),408170,human gut metagenome,32332079
6149438,GCA_900286065.1,408170,human gut metagenome (metagenomes),408170,human gut metagenome,6227138
6149418,GCA_900286035.1,408170,human gut metagenome (metagenomes),408170,human gut metagenome,26123247
6149378,GCA_900286215.1,408170,human gut metagenome (metagenomes),408170,human gut metagenome,5068929
6148378,GCA_900284425.1,408170,human gut metagenome (metagenomes),408170,human gut metagenome,28373751
6148318,GCA_900284395.1,408170,human gut metagenome (metagenomes),408170,human gut metagenome,7250046
6148238,GCA_900286725.1,408170,human gut metagenome (metagenomes),408170,human gut metagenome,33181239
6148278,GCA_900286745.1,408170,human gut metagenome (metagenomes),408170,human gut metagenome,6305105
6148198,GCA_900285205.1,408170,human gut metagenome (metagenomes),408170,human gut metagenome,27474438
6148158,GCA_900285115.1,408170,human gut metagenome (metagenomes),408170,human gut metagenome,8052878
6148118,GCA_900284985.1,408170,human gut metagenome (metagenomes),408170,human gut metagenome,10971357
6148078,GCA_900284955.1,408170,human gut metagenome (metagenomes),408170,human gut metagenome,7267136
6148018,GCA_900288855.1,408170,human gut metagenome (metagenomes),408170,human gut metagenome,15814707
6147998,GCA_900288815.1,408170,human gut metagenome (metagenomes),408170,human gut metagenome,5556850
6147958,GCA_900287195.1,408170,human gut metagenome (metagenomes),408170,human gut metagenome,7928424
6147918,GCA_900287185.1,408170,human gut metagenome (metagenomes),408170,human gut metagenome,4955374
6147838,GCA_900288065.1,408170,human gut metagenome (metagenomes),408170,human gut metagenome,10214457
6147878,GCA_900288545.1,408170,human gut metagenome (metagenomes),408170,human gut metagenome,5112373
6147818,GCA_900288055.1,408170,human gut metagenome (metagenomes),408170,human gut metagenome,4556881
6147778,GCA_900286415.1,408170,human gut metagenome (metagenomes),408170,human gut metagenome,5406523
6147738,GCA_900286355.1,408170,human gut metagenome (metagenomes),408170,human gut metagenome,19510933
6147698,GCA_900284205.1,408170,human gut metagenome (metagenomes),408170,human gut metagenome,16455558
6147658,GCA_900285515.1,408170,human gut metagenome (metagenomes),408170,human gut metagenome,18726034
6147618,GCA_900285505.1,408170,human gut metagenome (metagenomes),408170,human gut metagenome,5039675
6147578,GCA_900285625.1,408170,human gut metagenome (metagenomes),408170,human gut metagenome,5884246
6147538,GCA_900285575.1,408170,human gut metagenome (metagenomes),408170,human gut metagenome,14523477
6147498,GCA_900285285.1,408170,human gut metagenome (metagenomes),408170,human gut metagenome,9860902
6147458,GCA_900285145.1,408170,human gut metagenome (metagenomes),408170,human gut metagenome,28242770
6147418,GCA_900286555.1,408170,human gut metagenome (metagenomes),408170,human gut metagenome,4307933
6147358,GCA_900286535.1,408170,human gut metagenome (metagenomes),408170,human gut metagenome,9181287
6147318,GCA_900286025.1,408170,human gut metagenome (metagenomes),408170,human gut metagenome,6861334
6147258,GCA_900284885.1,408170,human gut metagenome (metagenomes),408170,human gut metagenome,5059767
6147098,GCA_900284805.1,408170,human gut metagenome (metagenomes),408170,human gut metagenome,16334908
6146898,GCA_900287415.1,408170,human gut metagenome (metagenomes),408170,human gut metagenome,8171656
6146778,GCA_900287385.1,408170,human gut metagenome (metagenomes),408170,human gut metagenome,4515375
6146698,GCA_900288665.1,408170,human gut metagenome (metagenomes),408170,human gut metagenome,7806164
6146558,GCA_900288655.1,408170,human gut metagenome (metagenomes),408170,human gut metagenome,5036726
6146378,GCA_900288645.1,408170,human gut metagenome (metagenomes),408170,human gut metagenome,1741058
6146258,GCA_900287805.1,408170,human gut metagenome (metagenomes),408170,human gut metagenome,2725738
6146078,GCA_900287745.1,408170,human gut metagenome (metagenomes),408170,human gut metagenome,10202734
6145978,GCA_900286015.1,408170,human gut metagenome (metagenomes),408170,human gut metagenome,10814469
6145878,GCA_900285995.1,408170,human gut metagenome (metagenomes),408170,human gut metagenome,18659624
6145758,GCA_900287525.1,408170,human gut metagenome (metagenomes),408170,human gut metagenome,15807714
6145598,GCA_900286265.1,408170,human gut metagenome (metagenomes),408170,human gut metagenome,22902436
6145458,GCA_900286235.1,408170,human gut metagenome (metagenomes),408170,human gut metagenome,6283568
6145378,GCA_900285935.1,408170,human gut metagenome (metagenomes),408170,human gut metagenome,2498405
6145278,GCA_900285925.1,408170,human gut metagenome (metagenomes),408170,human gut metagenome,4915974
6145178,GCA_900285055.1,408170,human gut metagenome (metagenomes),408170,human gut metagenome,5252183
6145038,GCA_900287685.1,408170,human gut metagenome (metagenomes),408170,human gut metagenome,5094230
6144898,GCA_900286275.1,408170,human gut metagenome (metagenomes),408170,human gut metagenome,4026604
6144758,GCA_900285455.1,408170,human gut metagenome (metagenomes),408170,human gut metagenome,5098039
6144638,GCA_900285355.1,408170,human gut metagenome (metagenomes),408170,human gut metagenome,8250098
6144538,GCA_900286695.1,408170,human gut metagenome (metagenomes),408170,human gut metagenome,4862861
6144438,GCA_900286675.1,408170,human gut metagenome (metagenomes),408170,human gut metagenome,11699056
6144338,GCA_900284585.1,408170,human gut metagenome (metagenomes),408170,human gut metagenome,4606924
6144238,GCA_900284575.1,408170,human gut metagenome (metagenomes),408170,human gut metagenome,5585971
6144158,GCA_900286445.1,408170,human gut metagenome (metagenomes),408170,human gut metagenome,9521543
6144038,GCA_900287605.1,408170,human gut metagenome (metagenomes),408170,human gut metagenome,6087598
6143938,GCA_900287535.1,408170,human gut metagenome (metagenomes),408170,human gut metagenome,12840038
6143838,GCA_900287095.1,408170,human gut metagenome (metagenomes),408170,human gut metagenome,12323114
6143678,GCA_900287055.1,408170,human gut metagenome (metagenomes),408170,human gut metagenome,10745614
6143598,GCA_900287925.1,408170,human gut metagenome (metagenomes),408170,human gut metagenome,8484785
6143558,GCA_900288465.1,408170,human gut metagenome (metagenomes),408170,human gut metagenome,17528198
6143518,GCA_900288095.1,408170,human gut metagenome (metagenomes),408170,human gut metagenome,13510349
6143478,GCA_900287965.1,408170,human gut metagenome (metagenomes),408170,human gut metagenome,12891208
6143438,GCA_900284475.1,408170,human gut metagenome (metagenomes),408170,human gut metagenome,17052220
6143398,GCA_900284455.1,408170,human gut metagenome (metagenomes),408170,human gut metagenome,6115869
6143338,GCA_900286305.1,408170,human gut metagenome (metagenomes),408170,human gut metagenome,7877680
6143318,GCA_900287035.1,408170,human gut metagenome (metagenomes),408170,human gut metagenome,7034386
6143298,GCA_900286945.1,408170,human gut metagenome (metagenomes),408170,human gut metagenome,19797607
6143278,GCA_900284495.1,408170,human gut metagenome (metagenomes),408170,human gut metagenome,40947959
6143258,GCA_900284485.1,408170,human gut metagenome (metagenomes),408170,human gut metagenome,9813947
6143238,GCA_900286935.1,408170,human gut metagenome (metagenomes),408170,human gut metagenome,28068003
6143218,GCA_900286865.1,408170,human gut metagenome (metagenomes),408170,human gut metagenome,10205021
6143198,GCA_900285915.1,408170,human gut metagenome (metagenomes),408170,human gut metagenome,26567582
6143178,GCA_900285845.1,408170,human gut metagenome (metagenomes),408170,human gut metagenome,12608444
6143158,GCA_900288675.1,408170,human gut metagenome (metagenomes),408170,human gut metagenome,24633628
6143138,GCA_900288585.1,408170,human gut metagenome (metagenomes),408170,human gut metagenome,6469195
6143118,GCA_900288435.1,408170,human gut metagenome (metagenomes),408170,human gut metagenome,1634787
6143098,GCA_900288385.1,408170,human gut metagenome (metagenomes),408170,human gut metagenome,24397559
6143078,GCA_900285795.1,408170,human gut metagenome (metagenomes),408170,human gut metagenome,8647339
6143058,GCA_900285685.1,408170,human gut metagenome (metagenomes),408170,human gut metagenome,38906028
6143038,GCA_900284665.1,408170,human gut metagenome (metagenomes),408170,human gut metagenome,7121384
6143018,GCA_900284635.1,408170,human gut metagenome (metagenomes),408170,human gut metagenome,28109600
6142998,GCA_900288745.1,408170,human gut metagenome (metagenomes),408170,human gut metagenome,4079730
6142978,GCA_900288735.1,408170,human gut metagenome (metagenomes),408170,human gut metagenome,10136249
6142958,GCA_900286855.1,408170,human gut metagenome (metagenomes),408170,human gut metagenome,6732938
6142938,GCA_900286815.1,408170,human gut metagenome (metagenomes),408170,human gut metagenome,12214747
6142918,GCA_900285875.1,408170,human gut metagenome (metagenomes),408170,human gut metagenome,16699213
6142898,GCA_900285855.1,408170,human gut metagenome (metagenomes),408170,human gut metagenome,5727431
6142878,GCA_900286255.1,408170,human gut metagenome (metagenomes),408170,human gut metagenome,7461328
6142858,GCA_900286245.1,408170,human gut metagenome (metagenomes),408170,human gut metagenome,14054393
6142838,GCA_900287065.1,408170,human gut metagenome (metagenomes),408170,human gut metagenome,8583987
6142818,GCA_900287015.1,408170,human gut metagenome (metagenomes),408170,human gut metagenome,21403546
6142798,GCA_900286665.1,408170,human gut metagenome (metagenomes),408170,human gut metagenome,8371024
6142778,GCA_900286635.1,408170,human gut metagenome (metagenomes),408170,human gut metagenome,10813355
6142758,GCA_900284965.1,408170,human gut metagenome (metagenomes),408170,human gut metagenome,4475527
6142738,GCA_900285565.1,408170,human gut metagenome (metagenomes),408170,human gut metagenome,10386942
6142718,GCA_900285535.1,408170,human gut metagenome (metagenomes),408170,human gut metagenome,4452378
6142698,GCA_900287295.1,408170,human gut metagenome (metagenomes),408170,human gut metagenome,5716726
6142678,GCA_900288215.1,408170,human gut metagenome (metagenomes),408170,human gut metagenome,3469547
6142658,GCA_900288195.1,408170,human gut metagenome (metagenomes),408170,human gut metagenome,9495208
6142638,GCA_900287375.1,408170,human gut metagenome (metagenomes),408170,human gut metagenome,10005276
6142618,GCA_900288625.1,408170,human gut metagenome (metagenomes),408170,human gut metagenome,9843336
6142598,GCA_900288615.1,408170,human gut metagenome (metagenomes),408170,human gut metagenome,11411779
6142578,GCA_900288325.1,408170,human gut metagenome (metagenomes),408170,human gut metagenome,4201145
6142558,GCA_900288305.1,408170,human gut metagenome (metagenomes),408170,human gut metagenome,9721713
6142538,GCA_900288085.1,408170,human gut metagenome (metagenomes),408170,human gut metagenome,4585109
6142518,GCA_900288045.1,408170,human gut metagenome (metagenomes),408170,human gut metagenome,8767797
6142498,GCA_900285865.1,408170,human gut metagenome (metagenomes),408170,human gut metagenome,15500589
6142478,GCA_900284445.1,408170,human gut metagenome (metagenomes),408170,human gut metagenome,8386921
6142458,GCA_900284435.1,408170,human gut metagenome (metagenomes),408170,human gut metagenome,5323725
6142418,GCA_900287915.1,408170,human gut metagenome (metagenomes),408170,human gut metagenome,4415155
6142378,GCA_900288535.1,408170,human gut metagenome (metagenomes),408170,human gut metagenome,4322699
6142338,GCA_900286705.1,408170,human gut metagenome (metagenomes),408170,human gut metagenome,5085811
6142278,GCA_900286515.1,408170,human gut metagenome (metagenomes),408170,human gut metagenome,8343482
6142238,GCA_900286465.1,408170,human gut metagenome (metagenomes),408170,human gut metagenome,4737345
6142198,GCA_900284755.1,408170,human gut metagenome (metagenomes),408170,human gut metagenome,3637332
6142158,GCA_900284695.1,408170,human gut metagenome (metagenomes),408170,human gut metagenome,9600726
6142118,GCA_900284625.1,408170,human gut metagenome (metagenomes),408170,human gut metagenome,5079772
6142078,GCA_900284615.1,408170,human gut metagenome (metagenomes),408170,human gut metagenome,9986716
6142038,GCA_900285555.1,408170,human gut metagenome (metagenomes),408170,human gut metagenome,12119766
6141998,GCA_900285525.1,408170,human gut metagenome (metagenomes),408170,human gut metagenome,5222429
6141958,GCA_900287425.1,408170,human gut metagenome (metagenomes),408170,human gut metagenome,9773114
6141938,GCA_900287395.1,408170,human gut metagenome (metagenomes),408170,human gut metagenome,8058084
6141898,GCA_900286545.1,408170,human gut metagenome (metagenomes),408170,human gut metagenome,5171715
6141878,GCA_900285495.1,408170,human gut metagenome (metagenomes),408170,human gut metagenome,9334204
6141838,GCA_900286835.1,408170,human gut metagenome (metagenomes),408170,human gut metagenome,3732101
6141798,GCA_900286805.1,408170,human gut metagenome (metagenomes),408170,human gut metagenome,9665037
6141758,GCA_900288135.1,408170,human gut metagenome (metagenomes),408170,human gut metagenome,623709
6141738,GCA_900288115.1,408170,human gut metagenome (metagenomes),408170,human gut metagenome,10054769
6141698,GCA_900284825.1,408170,human gut metagenome (metagenomes),408170,human gut metagenome,5431533
6141658,GCA_900288865.1,408170,human gut metagenome (metagenomes),408170,human gut metagenome,11363912
6141618,GCA_900287855.1,408170,human gut metagenome (metagenomes),408170,human gut metagenome,11506593
6141598,GCA_900286295.1,408170,human gut metagenome (metagenomes),408170,human gut metagenome,2031718
6141558,GCA_900287175.1,408170,human gut metagenome (metagenomes),408170,human gut metagenome,12393830
6141518,GCA_900285485.1,408170,human gut metagenome (metagenomes),408170,human gut metagenome,5941238
6141478,GCA_900285465.1,408170,human gut metagenome (metagenomes),408170,human gut metagenome,15675715
6141438,GCA_900286185.1,408170,human gut metagenome (metagenomes),408170,human gut metagenome,8662418
6141398,GCA_900286145.1,408170,human gut metagenome (metagenomes),408170,human gut metagenome,20489192
6141338,GCA_900284525.1,408170,human gut metagenome (metagenomes),408170,human gut metagenome,11442688
6141298,GCA_900284515.1,408170,human gut metagenome (metagenomes),408170,human gut metagenome,16361144
6141278,GCA_900288185.1,408170,human gut metagenome (metagenomes),408170,human gut metagenome,11957250
6141238,GCA_900285615.1,408170,human gut metagenome (metagenomes),408170,human gut metagenome,18471858
6141198,GCA_900285545.1,408170,human gut metagenome (metagenomes),408170,human gut metagenome,4547751
6141158,GCA_900285675.1,408170,human gut metagenome (metagenomes),408170,human gut metagenome,13950192
6141118,GCA_900285895.1,408170,human gut metagenome (metagenomes),408170,human gut metagenome,15961222
6141078,GCA_900285885.1,408170,human gut metagenome (metagenomes),408170,human gut metagenome,12361278
6141038,GCA_900287675.1,408170,human gut metagenome (metagenomes),408170,human gut metagenome,11428416
6140998,GCA_900287255.1,408170,human gut metagenome (metagenomes),408170,human gut metagenome,5634277
6140958,GCA_900287225.1,408170,human gut metagenome (metagenomes),408170,human gut metagenome,15620003
6140918,GCA_900284945.1,408170,human gut metagenome (metagenomes),408170,human gut metagenome,12584671
6140878,GCA_900284935.1,408170,human gut metagenome (metagenomes),408170,human gut metagenome,16848227
6140838,GCA_900285265.1,408170,human gut metagenome (metagenomes),408170,human gut metagenome,6265337
6140798,GCA_900285215.1,408170,human gut metagenome (metagenomes),408170,human gut metagenome,7246512
6140758,GCA_900284975.1,408170,human gut metagenome (metagenomes),408170,human gut metagenome,10987052
6140718,GCA_900287835.1,408170,human gut metagenome (metagenomes),408170,human gut metagenome,4852119
6140678,GCA_900287785.1,408170,human gut metagenome (metagenomes),408170,human gut metagenome,8543133
6140658,GCA_900287495.1,408170,human gut metagenome (metagenomes),408170,human gut metagenome,9362502
6140618,GCA_900288295.1,408170,human gut metagenome (metagenomes),408170,human gut metagenome,4986238
6140598,GCA_900288265.1,408170,human gut metagenome (metagenomes),408170,human gut metagenome,7186054
6140538,GCA_900286175.1,408170,human gut metagenome (metagenomes),408170,human gut metagenome,5653040
6140458,GCA_900286115.1,408170,human gut metagenome (metagenomes),408170,human gut metagenome,7886611
6140398,GCA_900286095.1,408170,human gut metagenome (metagenomes),408170,human gut metagenome,16242178
6140358,GCA_900284785.1,408170,human gut metagenome (metagenomes),408170,human gut metagenome,12841672
6140338,GCA_900284775.1,408170,human gut metagenome (metagenomes),408170,human gut metagenome,7312244
6140318,GCA_900288485.1,408170,human gut metagenome (metagenomes),408170,human gut metagenome,7091563
6140298,GCA_900288425.1,408170,human gut metagenome (metagenomes),408170,human gut metagenome,15310754
6140278,GCA_900287775.1,408170,human gut metagenome (metagenomes),408170,human gut metagenome,12552368
6140258,GCA_900287755.1,408170,human gut metagenome (metagenomes),408170,human gut metagenome,18879093
6140238,GCA_900287105.1,408170,human gut metagenome (metagenomes),408170,human gut metagenome,9671891
6140218,GCA_900287045.1,408170,human gut metagenome (metagenomes),408170,human gut metagenome,17048899
6140198,GCA_900288285.1,408170,human gut metagenome (metagenomes),408170,human gut metagenome,8444956
6140178,GCA_900288275.1,408170,human gut metagenome (metagenomes),408170,human gut metagenome,5366550
6140158,GCA_900286965.1,408170,human gut metagenome (metagenomes),408170,human gut metagenome,7425616
6140138,GCA_900286955.1,408170,human gut metagenome (metagenomes),408170,human gut metagenome,5149001
6140118,GCA_900286685.1,408170,human gut metagenome (metagenomes),408170,human gut metagenome,10304828
6140098,GCA_900286655.1,408170,human gut metagenome (metagenomes),408170,human gut metagenome,5690048
6140078,GCA_900285185.1,408170,human gut metagenome (metagenomes),408170,human gut metagenome,5842130
6140058,GCA_900285315.1,408170,human gut metagenome (metagenomes),408170,human gut metagenome,3937185
6140038,GCA_900285325.1,408170,human gut metagenome (metagenomes),408170,human gut metagenome,22811871
6140018,GCA_900288025.1,408170,human gut metagenome (metagenomes),408170,human gut metagenome,10491782
6139998,GCA_900288015.1,408170,human gut metagenome (metagenomes),408170,human gut metagenome,4530080
6139978,GCA_900285815.1,408170,human gut metagenome (metagenomes),408170,human gut metagenome,23287048
6139958,GCA_900285775.1,408170,human gut metagenome (metagenomes),408170,human gut metagenome,6033294
6139938,GCA_900286875.1,408170,human gut metagenome (metagenomes),408170,human gut metagenome,8030445
6139918,GCA_900286335.1,408170,human gut metagenome (metagenomes),408170,human gut metagenome,8485946
6139898,GCA_900285195.1,408170,human gut metagenome (metagenomes),408170,human gut metagenome,39795752
6139878,GCA_900285295.1,408170,human gut metagenome (metagenomes),408170,human gut metagenome,18950710
6139858,GCA_900285235.1,408170,human gut metagenome (metagenomes),408170,human gut metagenome,7126594
6139838,GCA_900286765.1,408170,human gut metagenome (metagenomes),408170,human gut metagenome,6549258
6139818,GCA_900286755.1,408170,human gut metagenome (metagenomes),408170,human gut metagenome,19405162
6139798,GCA_900288915.1,408170,human gut metagenome (metagenomes),408170,human gut metagenome,12957259
6139778,GCA_900288835.1,408170,human gut metagenome (metagenomes),408170,human gut metagenome,5791156
6139758,GCA_900285085.1,408170,human gut metagenome (metagenomes),408170,human gut metagenome,11311321
6139738,GCA_900288925.1,408170,human gut metagenome (metagenomes),408170,human gut metagenome,29060746
6139718,GCA_900286045.1,408170,human gut metagenome (metagenomes),408170,human gut metagenome,14825478
6139698,GCA_900287815.1,408170,human gut metagenome (metagenomes),408170,human gut metagenome,9734652
6139638,GCA_900287765.1,408170,human gut metagenome (metagenomes),408170,human gut metagenome,4312598
6139308,GCA_900286485.1,408170,human gut metagenome (metagenomes),408170,human gut metagenome,17928542
6139228,GCA_900285035.1,408170,human gut metagenome (metagenomes),408170,human gut metagenome,15326637
6139098,GCA_900284925.1,408170,human gut metagenome (metagenomes),408170,human gut metagenome,4638120
6139078,GCA_900287455.1,408170,human gut metagenome (metagenomes),408170,human gut metagenome,6308903
