id,GbID,Accession,TaxID,Organism,SpeciesTaxID,SpeciesName,Size
1964361,7405638,GCA_900526075.1,408170,human gut metagenome (metagenomes),408170,human gut metagenome,90974096
1964351,7405618,GCA_900526055.1,408170,human gut metagenome (metagenomes),408170,human gut metagenome,108287429
1964341,7405598,GCA_900526045.1,408170,human gut metagenome (metagenomes),408170,human gut metagenome,218404524
1964331,7405578,GCA_900526035.1,408170,human gut metagenome (metagenomes),408170,human gut metagenome,78276799
1964321,7405558,GCA_900526015.1,408170,human gut metagenome (metagenomes),408170,human gut metagenome,129392852
1964311,7405538,GCA_900526025.1,408170,human gut metagenome (metagenomes),408170,human gut metagenome,97231722
1964301,7405518,GCA_900525985.1,408170,human gut metagenome (metagenomes),408170,human gut metagenome,114065707
1964291,7405498,GCA_900526005.1,408170,human gut metagenome (metagenomes),408170,human gut metagenome,188125893
1964281,7405478,GCA_900525995.1,408170,human gut metagenome (metagenomes),408170,human gut metagenome,123254920
1964271,7405458,GCA_900525975.1,408170,human gut metagenome (metagenomes),408170,human gut metagenome,107917297
1964261,7405438,GCA_900525965.1,408170,human gut metagenome (metagenomes),408170,human gut metagenome,226079242
1964251,7405418,GCA_900525955.1,408170,human gut metagenome (metagenomes),408170,human gut metagenome,268606987
1964241,7405398,GCA_900525945.1,408170,human gut metagenome (metagenomes),408170,human gut metagenome,101483964
1964231,7405378,GCA_900525935.1,408170,human gut metagenome (metagenomes),408170,human gut metagenome,158882074
1964221,7405358,GCA_900525925.1,408170,human gut metagenome (metagenomes),408170,human gut metagenome,115244464
1964211,7405338,GCA_900525915.1,408170,human gut metagenome (metagenomes),408170,human gut metagenome,215153896
1964201,7405318,GCA_900525905.1,408170,human gut metagenome (metagenomes),408170,human gut metagenome,263029830
1964191,7405298,GCA_900525895.1,408170,human gut metagenome (metagenomes),408170,human gut metagenome,90517518
1964181,7405278,GCA_900525885.1,408170,human gut metagenome (metagenomes),408170,human gut metagenome,174102503
1964171,7405258,GCA_900525875.1,408170,human gut metagenome (metagenomes),408170,human gut metagenome,109941786
1964161,7405238,GCA_900525865.1,408170,human gut metagenome (metagenomes),408170,human gut metagenome,128000906
1964151,7405218,GCA_900525835.1,408170,human gut metagenome (metagenomes),408170,human gut metagenome,152518988
1964141,7405198,GCA_900525845.1,408170,human gut metagenome (metagenomes),408170,human gut metagenome,113651895
1964131,7405178,GCA_900525855.1,408170,human gut metagenome (metagenomes),408170,human gut metagenome,268727494
1964121,7405158,GCA_900525825.1,408170,human gut metagenome (metagenomes),408170,human gut metagenome,164448313
1964111,7405138,GCA_900525815.1,408170,human gut metagenome (metagenomes),408170,human gut metagenome,118600275
1964101,7405118,GCA_900525805.1,408170,human gut metagenome (metagenomes),408170,human gut metagenome,49837891
1964091,7405098,GCA_900525795.1,408170,human gut metagenome (metagenomes),408170,human gut metagenome,89036255
1964081,7405058,GCA_900525775.1,408170,human gut metagenome (metagenomes),408170,human gut metagenome,145583594
1964071,7405078,GCA_900525785.1,408170,human gut metagenome (metagenomes),408170,human gut metagenome,72948650
1964061,7405038,GCA_900525765.1,408170,human gut metagenome (metagenomes),408170,human gut metagenome,171708103
1964051,7404998,GCA_900525745.1,408170,human gut metagenome (metagenomes),408170,human gut metagenome,180727176
1964041,7405018,GCA_900525755.1,408170,human gut metagenome (metagenomes),408170,human gut metagenome,64172485
1964031,7404978,GCA_900525735.1,408170,human gut metagenome (metagenomes),408170,human gut metagenome,127264683
1964021,7404958,GCA_900525725.1,408170,human gut metagenome (metagenomes),408170,human gut metagenome,35728507
1964011,7404938,GCA_900525705.1,408170,human gut metagenome (metagenomes),408170,human gut metagenome,133426838
1964001,7404918,GCA_900525715.1,408170,human gut metagenome (metagenomes),408170,human gut metagenome,204743375
1963991,7404898,GCA_900525695.1,408170,human gut metagenome (metagenomes),408170,human gut metagenome,111303845
1963981,7404878,GCA_900525685.1,408170,human gut metagenome (metagenomes),408170,human gut metagenome,80548450
1963971,7404858,GCA_900525675.1,408170,human gut metagenome (metagenomes),408170,human gut metagenome,143785849
1963961,7404838,GCA_900525665.1,408170,human gut metagenome (metagenomes),408170,human gut metagenome,71807412
1963951,7404818,GCA_900525655.1,408170,human gut metagenome (metagenomes),408170,human gut metagenome,120864970
1963941,7404798,GCA_900525645.1,408170,human gut metagenome (metagenomes),408170,human gut metagenome,151429994
1963931,7404778,GCA_900525635.1,408170,human gut metagenome (metagenomes),408170,human gut metagenome,94825763
1963921,7404758,GCA_900525625.1,408170,human gut metagenome (metagenomes),408170,human gut metagenome,96168551
1963911,7404738,GCA_900525615.1,408170,human gut metagenome (metagenomes),408170,human gut metagenome,127048222
1963901,7404718,GCA_900525605.1,408170,human gut metagenome (metagenomes),408170,human gut metagenome,157687853
1963891,7404698,GCA_900525585.1,408170,human gut metagenome (metagenomes),408170,human gut metagenome,125316806
1963881,7404678,GCA_900525595.1,408170,human gut metagenome (metagenomes),408170,human gut metagenome,173445419
1963871,7404658,GCA_900525575.1,408170,human gut metagenome (metagenomes),408170,human gut metagenome,124420636
1963861,7404638,GCA_900525565.1,408170,human gut metagenome (metagenomes),408170,human gut metagenome,81083428
1963851,7404618,GCA_900525555.1,408170,human gut metagenome (metagenomes),408170,human gut metagenome,68767286
1963841,7404598,GCA_900525545.1,408170,human gut metagenome (metagenomes),408170,human gut metagenome,109812788
1963831,7404578,GCA_900525535.1,408170,human gut metagenome (metagenomes),408170,human gut metagenome,113433106
1963821,7404558,GCA_900525525.1,408170,human gut metagenome (metagenomes),408170,human gut metagenome,159895816
1963811,7404538,GCA_900525505.1,408170,human gut metagenome (metagenomes),408170,human gut metagenome,108030128
1963801,7404518,GCA_900525515.1,408170,human gut metagenome (metagenomes),408170,human gut metagenome,143002222
1963791,7404498,GCA_900525495.1,408170,human gut metagenome (metagenomes),408170,human gut metagenome,111217967
1963781,7404478,GCA_900525485.1,408170,human gut metagenome (metagenomes),408170,human gut metagenome,153453676
1963771,7404458,GCA_900525475.1,408170,human gut metagenome (metagenomes),408170,human gut metagenome,106929504
1963761,7404438,GCA_900525465.1,408170,human gut metagenome (metagenomes),408170,human gut metagenome,128034324
1963751,7404418,GCA_900525435.1,408170,human gut metagenome (metagenomes),408170,human gut metagenome,119199563
1963741,7404398,GCA_900525445.1,408170,human gut metagenome (metagenomes),408170,human gut metagenome,153611390
1963731,7404378,GCA_900525455.1,408170,human gut metagenome (metagenomes),408170,human gut metagenome,112521978
1963721,7404358,GCA_900525425.1,408170,human gut metagenome (metagenomes),408170,human gut metagenome,89737609
1963711,7404338,GCA_900525415.1,408170,human gut metagenome (metagenomes),408170,human gut metagenome,125684769
1963701,7404318,GCA_900525405.1,408170,human gut metagenome (metagenomes),408170,human gut metagenome,80308878
1963691,7404278,GCA_900525395.1,408170,human gut metagenome (metagenomes),408170,human gut metagenome,154829561
1963681,7404178,GCA_900525385.1,408170,human gut metagenome (metagenomes),408170,human gut metagenome,175959522
1963671,7404058,GCA_900525375.1,408170,human gut metagenome (metagenomes),408170,human gut metagenome,151143231
1963661,7403938,GCA_900525365.1,408170,human gut metagenome (metagenomes),408170,human gut metagenome,89918379
1963651,7403838,GCA_900525355.1,408170,human gut metagenome (metagenomes),408170,human gut metagenome,115534647
1963641,7403718,GCA_900525345.1,408170,human gut metagenome (metagenomes),408170,human gut metagenome,115543008
1963631,7403618,GCA_900525335.1,408170,human gut metagenome (metagenomes),408170,human gut metagenome,75029977
1963621,7403498,GCA_900525325.1,408170,human gut metagenome (metagenomes),408170,human gut metagenome,83462535
1963611,7403478,GCA_900525315.1,408170,human gut metagenome (metagenomes),408170,human gut metagenome,81399792
1963601,7403458,GCA_900525305.1,408170,human gut metagenome (metagenomes),408170,human gut metagenome,104721404
1963591,7403438,GCA_900525295.1,408170,human gut metagenome (metagenomes),408170,human gut metagenome,131599345
1963581,7403418,GCA_900525285.1,408170,human gut metagenome (metagenomes),408170,human gut metagenome,33675557
1963571,7403368,GCA_900525275.1,408170,human gut metagenome (metagenomes),408170,human gut metagenome,115147162
1963521,7403308,GCA_900525265.1,408170,human gut metagenome (metagenomes),408170,human gut metagenome,62969553
1963491,7403228,GCA_900525255.1,408170,human gut metagenome (metagenomes),408170,human gut metagenome,30341600
1963471,7403158,GCA_900525245.1,408170,human gut metagenome (metagenomes),408170,human gut metagenome,137850232
1963441,7403088,GCA_900525235.1,408170,human gut metagenome (metagenomes),408170,human gut metagenome,116514852
1963371,7403008,GCA_900525225.1,408170,human gut metagenome (metagenomes),408170,human gut metagenome,153678484
1963341,7402938,GCA_900525215.1,408170,human gut metagenome (metagenomes),408170,human gut metagenome,35578110
1963301,7402868,GCA_900525205.1,408170,human gut metagenome (metagenomes),408170,human gut metagenome,160987472
1963281,7402808,GCA_900525185.1,408170,human gut metagenome (metagenomes),408170,human gut metagenome,111861166
1963261,7402758,GCA_900525195.1,408170,human gut metagenome (metagenomes),408170,human gut metagenome,143314100
1963211,7402678,GCA_900525175.1,408170,human gut metagenome (metagenomes),408170,human gut metagenome,16947559
1963181,7402598,GCA_900525165.1,408170,human gut metagenome (metagenomes),408170,human gut metagenome,91591594
1963131,7402518,GCA_900525155.1,408170,human gut metagenome (metagenomes),408170,human gut metagenome,120615172
1963091,7402438,GCA_900525145.1,408170,human gut metagenome (metagenomes),408170,human gut metagenome,156245408
1963051,7402358,GCA_900525125.1,408170,human gut metagenome (metagenomes),408170,human gut metagenome,40361462
1963021,7402308,GCA_900525135.1,408170,human gut metagenome (metagenomes),408170,human gut metagenome,93869409
1962991,7402248,GCA_900525115.1,408170,human gut metagenome (metagenomes),408170,human gut metagenome,79082193
1962961,7402178,GCA_900525105.1,408170,human gut metagenome (metagenomes),408170,human gut metagenome,45974107
1962951,7402098,GCA_900525095.1,408170,human gut metagenome (metagenomes),408170,human gut metagenome,126892372
1962881,7402028,GCA_900525085.1,408170,human gut metagenome (metagenomes),408170,human gut metagenome,178068988
1962841,7401958,GCA_900525075.1,408170,human gut metagenome (metagenomes),408170,human gut metagenome,32071663
1962821,7401888,GCA_900525065.1,408170,human gut metagenome (metagenomes),408170,human gut metagenome,104080755
1962771,7401808,GCA_900525055.1,408170,human gut metagenome (metagenomes),408170,human gut metagenome,106655529
1962731,7401728,GCA_900525045.1,408170,human gut metagenome (metagenomes),408170,human gut metagenome,19260431
1962691,7401668,GCA_900525035.1,408170,human gut metagenome (metagenomes),408170,human gut metagenome,73135216
1962681,7401608,GCA_900525025.1,408170,human gut metagenome (metagenomes),408170,human gut metagenome,108103340
1962631,7401528,GCA_900525005.1,408170,human gut metagenome (metagenomes),408170,human gut metagenome,13676265
1962601,7401458,GCA_900525015.1,408170,human gut metagenome (metagenomes),408170,human gut metagenome,131030021
1962591,7401378,GCA_900524995.1,408170,human gut metagenome (metagenomes),408170,human gut metagenome,125065799
1962521,7401328,GCA_900524985.1,408170,human gut metagenome (metagenomes),408170,human gut metagenome,95173455
1962481,7401248,GCA_900524975.1,408170,human gut metagenome (metagenomes),408170,human gut metagenome,130320524
1962461,7401188,GCA_900524965.1,408170,human gut metagenome (metagenomes),408170,human gut metagenome,123569522
1962411,7401088,GCA_900524955.1,408170,human gut metagenome (metagenomes),408170,human gut metagenome,14676717
1962381,7401028,GCA_900524945.1,408170,human gut metagenome (metagenomes),408170,human gut metagenome,110356960
1962341,7400958,GCA_900524935.1,408170,human gut metagenome (metagenomes),408170,human gut metagenome,199948499
1962311,7400888,GCA_900524925.1,408170,human gut metagenome (metagenomes),408170,human gut metagenome,45237438
1962281,7400828,GCA_900524915.1,408170,human gut metagenome (metagenomes),408170,human gut metagenome,130404587
1962271,7400748,GCA_900524905.1,408170,human gut metagenome (metagenomes),408170,human gut metagenome,107574367
1962211,7400678,GCA_900524895.1,408170,human gut metagenome (metagenomes),408170,human gut metagenome,139818498
1962171,7400618,GCA_900524885.1,408170,human gut metagenome (metagenomes),408170,human gut metagenome,35334163
1962141,7400548,GCA_900524875.1,408170,human gut metagenome (metagenomes),408170,human gut metagenome,120472498
1962111,7400478,GCA_900524865.1,408170,human gut metagenome (metagenomes),408170,human gut metagenome,104702965
1962061,7400388,GCA_900524855.1,408170,human gut metagenome (metagenomes),408170,human gut metagenome,159744087
1962011,7400278,GCA_900524845.1,408170,human gut metagenome (metagenomes),408170,human gut metagenome,22538556
1961971,7400208,GCA_900524835.1,408170,human gut metagenome (metagenomes),408170,human gut metagenome,29759051
1961941,7400128,GCA_900524825.1,408170,human gut metagenome (metagenomes),408170,human gut metagenome,163070542
1961921,7400068,GCA_900524815.1,408170,human gut metagenome (metagenomes),408170,human gut metagenome,82281848
1961891,7399998,GCA_900524805.1,408170,human gut metagenome (metagenomes),408170,human gut metagenome,90573552
1961831,7399888,GCA_900524795.1,408170,human gut metagenome (metagenomes),408170,human gut metagenome,183206005
1961821,7399718,GCA_900524775.1,408170,human gut metagenome (metagenomes),408170,human gut metagenome,134061201
1961761,7399568,GCA_900524785.1,408170,human gut metagenome (metagenomes),408170,human gut metagenome,170607018
1961741,7399378,GCA_900524765.1,408170,human gut metagenome (metagenomes),408170,human gut metagenome,144601682
1961701,7399218,GCA_900524755.1,408170,human gut metagenome (metagenomes),408170,human gut metagenome,163212442
1961661,7399058,GCA_900524745.1,408170,human gut metagenome (metagenomes),408170,human gut metagenome,159406514
1961621,7398858,GCA_900524735.1,408170,human gut metagenome (metagenomes),408170,human gut metagenome,163726988
1961601,7398658,GCA_900524725.1,408170,human gut metagenome (metagenomes),408170,human gut metagenome,105086573
1961571,7398508,GCA_900524705.1,408170,human gut metagenome (metagenomes),408170,human gut metagenome,159983484
1961521,7398328,GCA_900524715.1,408170,human gut metagenome (metagenomes),408170,human gut metagenome,158807390
1961511,7398248,GCA_900524695.1,408170,human gut metagenome (metagenomes),408170,human gut metagenome,143471824
1961481,7398188,GCA_900524685.1,408170,human gut metagenome (metagenomes),408170,human gut metagenome,109204371
1961421,7398108,GCA_900524675.1,408170,human gut metagenome (metagenomes),408170,human gut metagenome,146781827
1961391,7398028,GCA_900524665.1,408170,human gut metagenome (metagenomes),408170,human gut metagenome,165121381
1961351,7397918,GCA_900524655.1,408170,human gut metagenome (metagenomes),408170,human gut metagenome,176095711
1961311,7397878,GCA_900524645.1,408170,human gut metagenome (metagenomes),408170,human gut metagenome,153909281
1961271,7397808,GCA_900524635.1,408170,human gut metagenome (metagenomes),408170,human gut metagenome,162984589
1961241,7397708,GCA_900524625.1,408170,human gut metagenome (metagenomes),408170,human gut metagenome,158713628
1961201,7397638,GCA_900524615.1,408170,human gut metagenome (metagenomes),408170,human gut metagenome,102437912
1961181,7397568,GCA_900524605.1,408170,human gut metagenome (metagenomes),408170,human gut metagenome,171489460
1961141,7397518,GCA_900524595.1,408170,human gut metagenome (metagenomes),408170,human gut metagenome,104481141
1961101,7397458,GCA_900524585.1,408170,human gut metagenome (metagenomes),408170,human gut metagenome,145185261
1961041,7397358,GCA_900524575.1,408170,human gut metagenome (metagenomes),408170,human gut metagenome,153353013
1961001,7397278,GCA_900524555.1,408170,human gut metagenome (metagenomes),408170,human gut metagenome,134225394
1960981,7397218,GCA_900524565.1,408170,human gut metagenome (metagenomes),408170,human gut metagenome,155626484
1960961,7397128,GCA_900524545.1,408170,human gut metagenome (metagenomes),408170,human gut metagenome,150677244
1960901,7397058,GCA_900524535.1,408170,human gut metagenome (metagenomes),408170,human gut metagenome,128262141
1960861,7396978,GCA_900524525.1,408170,human gut metagenome (metagenomes),408170,human gut metagenome,139628343
1960851,7396898,GCA_900524505.1,408170,human gut metagenome (metagenomes),408170,human gut metagenome,139078024
1960811,7396838,GCA_900524515.1,408170,human gut metagenome (metagenomes),408170,human gut metagenome,152083238
1960761,7396768,GCA_900524495.1,408170,human gut metagenome (metagenomes),408170,human gut metagenome,189682703
1960741,7396718,GCA_900524465.1,408170,human gut metagenome (metagenomes),408170,human gut metagenome,165355176
1960721,7396658,GCA_900524485.1,408170,human gut metagenome (metagenomes),408170,human gut metagenome,135817561
1960661,7396578,GCA_900524475.1,408170,human gut metagenome (metagenomes),408170,human gut metagenome,139165089
1960651,7396528,GCA_900524455.1,408170,human gut metagenome (metagenomes),408170,human gut metagenome,138586256
1960611,7396468,GCA_900524445.1,408170,human gut metagenome (metagenomes),408170,human gut metagenome,157639752
1960591,7396398,GCA_900524435.1,408170,human gut metagenome (metagenomes),408170,human gut metagenome,134160229
1960531,7396318,GCA_900524425.1,408170,human gut metagenome (metagenomes),408170,human gut metagenome,101663745
1960491,7396238,GCA_900524415.1,408170,human gut metagenome (metagenomes),408170,human gut metagenome,172568304
1960461,7396178,GCA_900524405.1,408170,human gut metagenome (metagenomes),408170,human gut metagenome,141928655
1960421,7396108,GCA_900524395.1,408170,human gut metagenome (metagenomes),408170,human gut metagenome,126725223
1960371,7396018,GCA_900524385.1,408170,human gut metagenome (metagenomes),408170,human gut metagenome,109197774
1960331,7395928,GCA_900524375.1,408170,human gut metagenome (metagenomes),408170,human gut metagenome,140493164
1960301,7395858,GCA_900524365.1,408170,human gut metagenome (metagenomes),408170,human gut metagenome,106680349
1960281,7395778,GCA_900524355.1,408170,human gut metagenome (metagenomes),408170,human gut metagenome,137817437
1960221,7395718,GCA_900524345.1,408170,human gut metagenome (metagenomes),408170,human gut metagenome,123557969
1960201,7395648,GCA_900524325.1,408170,human gut metagenome (metagenomes),408170,human gut metagenome,143215823
1960171,7395578,GCA_900524335.1,408170,human gut metagenome (metagenomes),408170,human gut metagenome,159839885
1960141,7395518,GCA_900524315.1,408170,human gut metagenome (metagenomes),408170,human gut metagenome,63294152
1960081,7395438,GCA_900524305.1,408170,human gut metagenome (metagenomes),408170,human gut metagenome,151873854
1960071,7395358,GCA_900524295.1,408170,human gut metagenome (metagenomes),408170,human gut metagenome,66941664
1960011,7395288,GCA_900524285.1,408170,human gut metagenome (metagenomes),408170,human gut metagenome,149023641
1959991,7395208,GCA_900524275.1,408170,human gut metagenome (metagenomes),408170,human gut metagenome,72281619
1959931,7395128,GCA_900524255.1,408170,human gut metagenome (metagenomes),408170,human gut metagenome,149240242
1959901,7395058,GCA_900524265.1,408170,human gut metagenome (metagenomes),408170,human gut metagenome,124651913
1959891,7394998,GCA_900524245.1,408170,human gut metagenome (metagenomes),408170,human gut metagenome,151500112
1959861,7394938,GCA_900524225.1,408170,human gut metagenome (metagenomes),408170,human gut metagenome,161327533
1959811,7394878,GCA_900524235.1,408170,human gut metagenome (metagenomes),408170,human gut metagenome,160891250
1959801,7394748,GCA_900524215.1,408170,human gut metagenome (metagenomes),408170,human gut metagenome,235430284
1959761,7394578,GCA_900524205.1,408170,human gut metagenome (metagenomes),408170,human gut metagenome,142310990
1959731,7394378,GCA_900524195.1,408170,human gut metagenome (metagenomes),408170,human gut metagenome,132070149
1959701,7394198,GCA_900524185.1,408170,human gut metagenome (metagenomes),408170,human gut metagenome,208073962
1959671,7394038,GCA_900524175.1,408170,human gut metagenome (metagenomes),408170,human gut metagenome,147287333
1959601,7393878,GCA_900524165.1,408170,human gut metagenome (metagenomes),408170,human gut metagenome,215058857
1959591,7393648,GCA_900524155.1,408170,human gut metagenome (metagenomes),408170,human gut metagenome,203528800
1959551,7393488,GCA_900524145.1,408170,human gut metagenome (metagenomes),408170,human gut metagenome,224748433
1959521,7393368,GCA_900524135.1,408170,human gut metagenome (metagenomes),408170,human gut metagenome,197148431
1959491,7393188,GCA_900524125.1,408170,human gut metagenome (metagenomes),408170,human gut metagenome,239444092
1959451,7393128,GCA_900524115.1,408170,human gut metagenome (metagenomes),408170,human gut metagenome,215442436
1959381,7393028,GCA_900524105.1,408170,human gut metagenome (metagenomes),408170,human gut metagenome,182256944
1959361,7392958,GCA_900524095.1,408170,human gut metagenome (metagenomes),408170,human gut metagenome,96512702
1959331,7392818,GCA_900524075.1,408170,human gut metagenome (metagenomes),408170,human gut metagenome,219977142
1959311,7392898,GCA_900524085.1,408170,human gut metagenome (metagenomes),408170,human gut metagenome,164684843
1959261,7392758,GCA_900524065.1,408170,human gut metagenome (metagenomes),408170,human gut metagenome,196479549
1959221,7392688,GCA_900524055.1,408170,human gut metagenome (metagenomes),408170,human gut metagenome,166671466
1959201,7392608,GCA_900524045.1,408170,human gut metagenome (metagenomes),408170,human gut metagenome,187767878
1959161,7392528,GCA_900524035.1,408170,human gut metagenome (metagenomes),408170,human gut metagenome,184482818
1959101,7392458,GCA_900524025.1,408170,human gut metagenome (metagenomes),408170,human gut metagenome,205074410
1959071,7392398,GCA_900524015.1,408170,human gut metagenome (metagenomes),408170,human gut metagenome,152110582
1959041,7392328,GCA_900524005.1,408170,human gut metagenome (metagenomes),408170,human gut metagenome,167191838
1959031,7392258,GCA_900523995.1,408170,human gut metagenome (metagenomes),408170,human gut metagenome,199024990
1958961,7392178,GCA_900523985.1,408170,human gut metagenome (metagenomes),408170,human gut metagenome,191018296
1958921,7392098,GCA_900523975.1,408170,human gut metagenome (metagenomes),408170,human gut metagenome,149420213
1958881,7392018,GCA_900523965.1,408170,human gut metagenome (metagenomes),408170,human gut metagenome,162389957
1958871,7391948,GCA_900523945.1,408170,human gut metagenome (metagenomes),408170,human gut metagenome,157002179
1958821,7391898,GCA_900523955.1,408170,human gut metagenome (metagenomes),408170,human gut metagenome,154683923
1958811,7391818,GCA_900523935.1,408170,human gut metagenome (metagenomes),408170,human gut metagenome,151912215
1958761,7391738,GCA_900523925.1,408170,human gut metagenome (metagenomes),408170,human gut metagenome,82902164
1958691,7391668,GCA_900523915.1,408170,human gut metagenome (metagenomes),408170,human gut metagenome,156653913
1958661,7391588,GCA_900523905.1,408170,human gut metagenome (metagenomes),408170,human gut metagenome,144829550
1958651,7391518,GCA_900523895.1,408170,human gut metagenome (metagenomes),408170,human gut metagenome,151952866
1958611,7391408,GCA_900523875.1,408170,human gut metagenome (metagenomes),408170,human gut metagenome,195523330
1958581,7391458,GCA_900523885.1,408170,human gut metagenome (metagenomes),408170,human gut metagenome,104393333
1958531,7391338,GCA_900523865.1,408170,human gut metagenome (metagenomes),408170,human gut metagenome,134993371
1958501,7391268,GCA_900523855.1,408170,human gut metagenome (metagenomes),408170,human gut metagenome,127514418
1958481,7391188,GCA_900523845.1,408170,human gut metagenome (metagenomes),408170,human gut metagenome,165381328
1958451,7391108,GCA_900523835.1,408170,human gut metagenome (metagenomes),408170,human gut metagenome,163861177
1958381,7391018,GCA_900523825.1,408170,human gut metagenome (metagenomes),408170,human gut metagenome,195192984
1958371,7390968,GCA_900523815.1,408170,human gut metagenome (metagenomes),408170,human gut metagenome,181121725
1958331,7390908,GCA_900523805.1,408170,human gut metagenome (metagenomes),408170,human gut metagenome,185572459
1958311,7390818,GCA_900523795.1,408170,human gut metagenome (metagenomes),408170,human gut metagenome,94691211
1958241,7390738,GCA_900523785.1,408170,human gut metagenome (metagenomes),408170,human gut metagenome,164383685
1958211,7390648,GCA_900523775.1,408170,human gut metagenome (metagenomes),408170,human gut metagenome,173683483
1958191,7390588,GCA_900523765.1,408170,human gut metagenome (metagenomes),408170,human gut metagenome,175971714
1958151,7390538,GCA_900523755.1,408170,human gut metagenome (metagenomes),408170,human gut metagenome,143475659
1958111,7390448,GCA_900523745.1,408170,human gut metagenome (metagenomes),408170,human gut metagenome,165331956
1958081,7390388,GCA_900523735.1,408170,human gut metagenome (metagenomes),408170,human gut metagenome,215703348
1958041,7390308,GCA_900523705.1,408170,human gut metagenome (metagenomes),408170,human gut metagenome,176579062
1958021,7390248,GCA_900523725.1,408170,human gut metagenome (metagenomes),408170,human gut metagenome,183183232
1957981,7390188,GCA_900523715.1,408170,human gut metagenome (metagenomes),408170,human gut metagenome,146734045
1957961,7390128,GCA_900523695.1,408170,human gut metagenome (metagenomes),408170,human gut metagenome,146552376
1957931,7390048,GCA_900523685.1,408170,human gut metagenome (metagenomes),408170,human gut metagenome,185206502
1957861,7389978,GCA_900523675.1,408170,human gut metagenome (metagenomes),408170,human gut metagenome,168654704
1957831,7389868,GCA_900523655.1,408170,human gut metagenome (metagenomes),408170,human gut metagenome,120057480
1957821,7389928,GCA_900523665.1,408170,human gut metagenome (metagenomes),408170,human gut metagenome,92696958
1957781,7389788,GCA_900523645.1,408170,human gut metagenome (metagenomes),408170,human gut metagenome,207900183
1957731,7389718,GCA_900523635.1,408170,human gut metagenome (metagenomes),408170,human gut metagenome,169524784
1957721,7389638,GCA_900523625.1,408170,human gut metagenome (metagenomes),408170,human gut metagenome,160662986
1957681,7389568,GCA_900523615.1,408170,human gut metagenome (metagenomes),408170,human gut metagenome,148290016
1957641,7389508,GCA_900523595.1,408170,human gut metagenome (metagenomes),408170,human gut metagenome,114096976
1957601,7389438,GCA_900523605.1,408170,human gut metagenome (metagenomes),408170,human gut metagenome,168840313
1957551,7389358,GCA_900523585.1,408170,human gut metagenome (metagenomes),408170,human gut metagenome,132547320
1957531,7389178,GCA_900523575.1,408170,human gut metagenome (metagenomes),408170,human gut metagenome,139886395
1957491,7389028,GCA_900523565.1,408170,human gut metagenome (metagenomes),408170,human gut metagenome,160567122
1957461,7388908,GCA_900523545.1,408170,human gut metagenome (metagenomes),408170,human gut metagenome,114237643
1957421,7388748,GCA_900523555.1,408170,human gut metagenome (metagenomes),408170,human gut metagenome,138087827
1957401,7388568,GCA_900523525.1,408170,human gut metagenome (metagenomes),408170,human gut metagenome,104625811
1957371,7388448,GCA_900523535.1,408170,human gut metagenome (metagenomes),408170,human gut metagenome,130108973
1957321,7388288,GCA_900523515.1,408170,human gut metagenome (metagenomes),408170,human gut metagenome,145276383
1957291,7388088,GCA_900523505.1,408170,human gut metagenome (metagenomes),408170,human gut metagenome,157589163
1957251,7387928,GCA_900523495.1,408170,human gut metagenome (metagenomes),408170,human gut metagenome,112040194
1957201,7387768,GCA_900523475.1,408170,human gut metagenome (metagenomes),408170,human gut metagenome,102292213
1957181,7387638,GCA_900523485.1,408170,human gut metagenome (metagenomes),408170,human gut metagenome,121890183
1957151,7387508,GCA_900523455.1,408170,human gut metagenome (metagenomes),408170,human gut metagenome,114945397
1957091,7387448,GCA_900523465.1,408170,human gut metagenome (metagenomes),408170,human gut metagenome,149554315
1957051,7387368,GCA_900523445.1,408170,human gut metagenome (metagenomes),408170,human gut metagenome,93807172
1957031,7387308,GCA_900523425.1,408170,human gut metagenome (metagenomes),408170,human gut metagenome,109297158
1956991,7387228,GCA_900523435.1,408170,human gut metagenome (metagenomes),408170,human gut metagenome,117401044
1956951,7387168,GCA_900523415.1,408170,human gut metagenome (metagenomes),408170,human gut metagenome,94346241
1956941,7387098,GCA_900523405.1,408170,human gut metagenome (metagenomes),408170,human gut metagenome,178829196
1956901,7387028,GCA_900523395.1,408170,human gut metagenome (metagenomes),408170,human gut metagenome,163802337
1956861,7386968,GCA_900523375.1,408170,human gut metagenome (metagenomes),408170,human gut metagenome,166679501
1956821,7386888,GCA_900523385.1,408170,human gut metagenome (metagenomes),408170,human gut metagenome,149313756
1956811,7386808,GCA_900523365.1,408170,human gut metagenome (metagenomes),408170,human gut metagenome,131050031
1956771,7386738,GCA_900523345.1,408170,human gut metagenome (metagenomes),408170,human gut metagenome,145261598
1956701,7386658,GCA_900523335.1,408170,human gut metagenome (metagenomes),408170,human gut metagenome,196472990
1956381,7385978,GCA_900523355.1,408170,human gut metagenome (metagenomes),408170,human gut metagenome,114821730
1956321,7385908,GCA_900523325.1,408170,human gut metagenome (metagenomes),408170,human gut metagenome,175793018
1956311,7385848,GCA_900523315.1,408170,human gut metagenome (metagenomes),408170,human gut metagenome,150625033
1956291,7385758,GCA_900523305.1,408170,human gut metagenome (metagenomes),408170,human gut metagenome,135614289
1956211,7385658,GCA_900523295.1,408170,human gut metagenome (metagenomes),408170,human gut metagenome,110283362
1956191,7385568,GCA_900523285.1,408170,human gut metagenome (metagenomes),408170,human gut metagenome,141186763
