MAAA01010988.1;size=1,Virus,5977,+,6.85,Zot Phage_CRI Phage_X Phage_DNA_bind,Non-significant
MAAA01014651.1;size=1,Virus,8197,+,7.75,Zot DUF2523 Phage_CRI Phage_DNA_bind,Non-significant
MAAB01001292.1;size=1,Virus,35729,+,47.97,P22_Tail-4 T4_gp9_10 P22_CoatProtein KilA-N DUF1376 KilA-N Terminase_3 ERF Sipho_Gp157 Phage_stabilise P22_portal,Non-significant
MAAB01001436.1;size=1,Virus,35912,+,17.77,ERF MT-A70 Phage_NinH Head-tail_con NinG,Non-significant
MAAB01019942.1;size=1,Virus,1817,+,4.82,Lectin_C,Chromosome,0.234452394056,0.895131086142,"gi|71143482|gb|CP000083.1| Colwellia psychrerythraea 34H, complete genome"
MAAC01001846.1;size=1,Virus,5596,+,5.21,Zot DUF2523 Rep_trans,Non-significant
MAAC01004480.1;size=1,Virus,6000,+,4.74,Phage_X Phage_CRI Zot,Non-significant
MAAC01005978.1;size=1,Virus,44997,+,12.54,PhoH Phage_lysozyme AAA_25 DNA_pol_A DNA_pol_A_exo1 Cpn10 Acetyltransf_1,Non-significant
MAAC01005986.1;size=1,Virus,57684,+,55.12,RNA_pol DUF3383 DUF4054 DUF2184 DNA_pol_A Ribonuc_red_lgC RNA_pol Endonuclease_7 Laminin_G_3 DUF1073 DUF2213 5_3_exonuc_N dUTPase DUF2612 Toprim_2,Non-significant
MAAC01005991.1;size=1,Virus,41718,+,44.79,DnaB_C Toprim_2 Phage_endo_I Head-tail_con Laminin_G_3 Tube DNA_pol_A 5_3_exonuc_N Endonuclease_7 RNA_pol,Non-significant
MAAC01006009.1;size=1,Virus,38191,+,43.04,DnaB_C DnaB DUF4128 DUF4055 Peptidase_M15_3 Terminase_6 Terminase_6C ERF NinG YopX HNH_3 AP2 Phage_Mu_F,Non-significant
MAAC01016602.1;size=1,Virus,5620,+,5.08,Collar Collar,Chromosome,0.997508896797,0.825730180807,"gi|442799322|gb|CP001397.1| Nonlabens dokdonensis DSW-6, complete genome"
MDSV01005502.1;size=1,Virus,18434,+,35.68,DUF3168 Peptidase_M15_3 Phage_tail_2 PhageMin_Tail Bac_DnaA_C HTH_36 Phage_H_T_join Phage_connect_1 Phage_connect_1 Peptidase_S78 Phage_capsid Phage_portal Terminase_1,Non-significant
MDSV01024841.1;size=1,Virus,5622,-,3.22,ResIII N6_N4_Mtase,Non-significant
MDSV01047828.1;size=1,Virus,33745,+,32.35,5_3_exonuc_N Metallophos Peptidase_S78_2 Peptidase_S78_2 SET NinG Peptidase_M15_3 Bac_DnaA_C MazG Thymidylat_synt AAA_25 Terminase_3C Terminase_3 Terminase_6,Non-significant
MDSV01064382.1;size=1,Virus,6465,+,6.49,SNF2_N Helicase_C ERCC3_RAD25_C ParBc MethyltransfD12 DNA_methylase,Non-significant
MDSV01070100.1;size=1,Virus,113982,+,41.35,SLT DUF932 PDDEXK_1 Ribonuc_red_sm Ribonuc_red_lgC Ribonuc_red_lgC Ribonuc_red_lgC AAA_24 DUF2201 DUF2201_N HTH_36 PDDEXK_1 Cpn10 4HBT Thioredoxin SET Helicase_C UDG DnaB_C Amidase_2 PG_binding_1 SET ATPgrasp_TupA DUF285 DUF285 DUF285 DUF285,Non-significant
MDSV01110921.1;size=1,Virus,62925,+,13.39,DUF3846 Bac_DnaA_C Methyltransf_2 DUF1071 VirE_N Bac_DnaA_C DUF3799 SNF2_N VRR_NUC PAP2 GTA_holin_3TM Peptidase_M15_3 Cpn60_TCP1 Cpn10,Non-significant
MDSV01144216.1;size=1,Virus,32248,+,13.72,Bac_DnaA_C Terminase_2 RCC1 Resolvase Recombinase GTA_holin_3TM Amidase_2 LexA_DNA_bind Head-tail_con,Non-significant
MDSV01144332.1;size=1,Virus,6960,+,4.07,N6_N4_Mtase Resolvase Phage_int_SAM_5 ParBc N6_N4_Mtase,Non-significant
MDSV01144381.1;size=1,Virus,8614,+,9.05,HTH_3 Zot Phage_integrase Rep_trans Zot DUF2523,Non-significant
MDSV01144503.1;size=1,Virus,44808,+,22.56,Phage_integrase Phage_int_SAM_1 HTH_3 Toprim_3 Phage_integrase DUF1799 SSB DUF2591 Bro-N SASA Phage-tail_3 Resolvase Recombinase Zn_ribbon_recom Cpn10 Mu-like_Pro,Non-significant
MDSV01144694.1;size=1,Virus,34509,+,14.33,VRR_NUC HTH_psq Metallophos_2 HK97-gp10_like PhageMin_Tail Terminase_6C Bac_DnaA_C DUF3127 DUF3140 Phage_portal CLP_protease,Non-significant
MDSV01144814.1;size=1,Virus,4653,+,33.69,Chlamy_scaf Chlamy_scaf Phage_F,Non-significant
MDSV01145402.1;size=3,Virus,5090,+,4.70,HTH_17 Resolvase Recombinase Resolvase Recombinase,Non-significant
MDSV01145640.1;size=1,Virus,2867,+,13.78,Viral_Rep,Non-significant
MDSV01146122.1;size=1,Virus,3600,+,13.78,Viral_Rep,Non-significant
MDSV01146417.1;size=1,Virus,3467,+,13.78,Viral_Rep,Virus,0.157196423421,0.780797101449,"gi|1433291670|gb|MH552566.1| CRESS virus sp. isolate ctch18, complete genome"
MDSV01147649.1;size=1,Virus,6119,+,3.16,Phage_int_SAM_5 N6_N4_Mtase ParBc Phage_integrase,Non-significant
MDSV01147761.1;size=1,Virus,8661,+,4.62,HTH_3 zf-CHC2 Toprim_2 Toprim_4 Phage_integrase Phage_integrase,Non-significant
MDSV01164890.1;size=1,Virus,62429,+,23.74,2OG-FeII_Oxy_2 SNF2_N Helicase_C AAA_19 UvrD_C UvrD_C_2 Phage_lysozyme SNase PT-HINT Terminase_2 Methyltransf_11 Thymidylat_synt DNA_pol_A DNA_pol_A_exo1 Guanylate_cyc CHASE2 FecR CsgG CsgF Sulfotransfer_1 2OG-FeII_Oxy_3 2OG-FeII_Oxy_3 Cpn10 MazG Terminase_6C DUF3846 DUF932,Non-significant
MDSV01190541.1;size=1,Virus,28228,+,10.30,Acetyltransf_1 VRR_NUC Sigma70_r4_2 Terminase_3 HNH Peptidase_M15_3 Peptidase_S78_2,Non-significant
MDSV01240548.1;size=1,Virus,7172,+,55.93,MORN MORN MORN MORN MORN MORN MORN MORN NYN DUF4174 CRS1_YhbY N6_N4_Mtase MORN MORN MORN MORN MORN MORN MORN MORN MethyltransfD12,Non-significant
MDSW01001900.1;size=1,Uncertain - viral or bacterial,3569,-,--,--,Non-significant
MDSW01009268.1;size=1,Virus,6287,+,5.85,rve RVT_1 RVP,Non-significant
MDSW01122534.1;size=1,Virus,51727,+,38.82,GATase_6 Amidoligase_2 Phage_portal Phage_connect_1 ParBc HNH DUF932 GGACT FG-GAP_2 FG-GAP_2 Peptidase_S78 Phage_capsid DUF3168 UvrD_C AAA_19 UvrD-helicase UvrD-helicase Terminase_1 ParBc Methyltransf_21 Terminase_4 DUF5131 Phage_H_T_join SNF2_N Prim-Pol PriCT_1 DNA_pol3_beta_2 DNA_pol3_beta_3,Non-significant
MDSW01122646.1;size=1,Virus,5571,+,6.35,AAA_25 Terminase_2 Phage_integrase,Non-significant
MDSW01122938.1;size=1,Virus,85038,+,32.47,RusA Phage_portal Peptidase_S78 Topoisom_I SSB DUF4373 PDDEXK_1 Toprim_4 DnaB_C DUF2793 DUF2793 DUF3293 RelA_SpoT Helicase_C Amidase_2 ADPrib_exo_Tox Terminase_6C Baseplate_J,Non-significant
MDSW01123014.1;size=1,Virus,5258,+,3.31,Collagen,Non-significant
MDSW01123107.1;size=1,Virus,41795,+,17.87,ERF YqaJ RecA_dep_nuc Prim_Zn_Ribbon Toprim_3 ResIII Helicase_C Phage_integrase Arm-DNA-bind_2 AAA_5 Spherulin4 SSB Peptidase_S74 Acetyltransf_3 Collar Phage_lysozyme HTH_8 Metallophos_2 Phage_integrase Arm-DNA-bind_2,Non-significant
MDSW01123227.1;size=1,Virus,11383,+,10.73,OTU,Non-significant
MDSW01123614.1;size=1,Virus,3073,+,28.41,MORN MORN MORN MORN MORN MORN MORN,Non-significant
MDSW01123746.1;size=1,Virus,5496,+,3.31,Collagen,Non-significant
MDSW01125656.1;size=1,Virus,4518,+,5.09,Laminin_G_3 Laminin_G_3,Non-significant
MDSX01000250.1;size=1,Virus,3384,+,13.78,Viral_Rep,Non-significant
MDSX01011020.1;size=1,Virus,3445,+,10.57,SASA Peptidase_S74 Lectin_C,Non-significant
MDSX01023673.1;size=1,Virus,5791,+,80.20,NUDIX HMG_box HMG_box HMG_box_2 SpoU_methylase HMG_box HMG_box HMG_box HMG_box_2 HMG_box_2,Non-significant
MDSX01029425.1;size=1,Virus,7042,+,12.97,Viral_coat,Non-significant
MDSX01029886.1;size=1,Virus,5500,+,3.02,HTH_17 Resolvase Recombinase,Non-significant
MDSX01054519.1;size=1,Virus,3112,+,8.35,DUF285 DUF285 DUF285,Non-significant
MDSX01076906.1;size=1,Virus,43443,+,67.74,DNA_pol_A DNA_pol_A_exo1 DUF2815 RusA HTH_39 RNA_pol RPOL_N RCC1 GP88 DNA_methylase DnaB_C Toprim_2 Toprim_4 DUF1289 Peptidase_M15_4 GP88 Acetyltransf_1 5_3_exonuc_N Ribonuc_red_lgC PRA-PH Tube Phage_T7_tail RCC1 RCC1 Head-tail_con,Non-significant
MDSX01103907.1;size=1,Virus,6047,+,3.02,Resolvase Recombinase HTH_17,Non-significant
MDSX01104167.1;size=2,Virus,5474,+,3.02,Resolvase Recombinase HTH_17,Non-significant
MDSY01000638.1;size=1,Virus,6262,+,12.97,Viral_coat,Non-significant
MDSY01000767.1;size=1,Virus,4511,+,3.16,Dam,Non-significant
MDSY01002070.1;size=1,Virus,7050,+,3.55,Phage_DNA_bind Rep_trans Zot Secretin,Non-significant
MDSY01004766.1;size=1,Virus,8901,+,6.72,DNA_pol_A Terminase_2,Non-significant
MDSY01008942.1;size=1,Virus,43881,+,48.54,GTA_holin_3TM Phage_Mu_F DUF2213 NLPC_P60 DUF2800 MazG PriCT_2 DUF1073 P22_Cro YopX DUF2815 HNH_3 SNF2_N GIY-YIG NUMOD3 Terminase_3,Virus,0.453567603291,0.92865647946,"gi|797192782|gb|KP994596.1| Pseudoalteromonas Phage H103, complete genome"
MDSY01020915.1;size=1,Virus,35009,+,14.18,Head-tail_con HNH_3 Peptidase_M15_4 DUF2958 RCC1 HTH_39 VRR_NUC,Non-significant
MDSY01031760.1;size=1,Virus,5016,+,4.75,Resolvase Recombinase Resolvase Recombinase Zn_ribbon_recom,Non-significant
MDSY01049165.1;size=1,Virus,5574,+,6.35,AAA_25 Phage_integrase Terminase_2,Non-significant
MDSY01104044.1;size=1,Virus,5007,+,3.36,Recombinase Resolvase Resolvase Recombinase,Non-significant
MDSY01117500.1;size=1,Virus,58603,+,17.35,VRR_NUC SNF2_N DUF3799 VirE_N Cpn10 YadA_head Amidase_2 Cpn60_TCP1 Bac_DnaA_C DNA_methylase DNA_methylase GP88 DUF1071,Non-significant
MDSY01136568.1;size=1,Virus,9329,+,4.09,Phage_integrase Arm-DNA-bind_3 DNA_pol_A,Non-significant
MDSY01152307.1;size=1,Virus,55148,+,26.16,AAA_24 Prim-Pol AAA_25 Phage_lysozyme Phage_tail_APC DUF5309 CobT_C CobT DUF4241 AAA_5 Phage_integrase Head-tail_con Terminase_6C SNase,Non-significant
MDSY01152424.1;size=1,Virus,5372,+,6.85,Phage_CRI Phage_X DUF2523 Zot,Chromosome,0.346984363366,0.768740031898,"gi|1436208671|gb|MH617190.1| Inoviridae sp. isolate ctjd25, complete genome"
MDSY01152583.1;size=1,Virus,32081,+,16.90,Terminase_6C DNA_methylase ParBc Peptidase_M15_4 Laminin_G_3 Peptidase_S74 HTH_39,Virus,0.27767214239,0.765872576177,"gi|557356584|dbj|AP013478.1| Uncultured Mediterranean phage uvMED DNA, complete genome, group G18, isolate: uvMED-CGR-U-MedDCM-OCT-S26-C62"
MDSY01152904.1;size=1,Virus,26938,+,36.44,DUF3310 Phage-tail_3 Terminase_6 Terminase_6C ParBc N6_N4_Mtase DUF3310 Dam Sigma70_r4_2 RNase_H_2 NinG Glyco_hydro_108 PG_binding_3 Peptidase_S74,Non-significant
MDSZ01028145.1;size=1,Virus,2615,+,66.61,Capsid_N Capsid_NCLDV Capsid_NCLDV Capsid_NCLDV Capsid_N,Non-significant
MDSZ01030977.1;size=2,Virus,5989,+,3.76,Resolvase Recombinase Zn_ribbon_recom Phage_integrase,Non-significant
MDSZ01033489.1;size=1,Virus,12625,+,3.46,N6_N4_Mtase ParBc Phage_integrase Resolvase Recombinase,Non-significant
MDSZ01066036.1;size=1,Virus,5671,+,8.64,Phage_integrase Terminase_2 AAA_25 AAA_25,Non-significant
MDSZ01084074.1;size=1,Virus,73509,+,28.06,DNA_pol_A DNA_pol_A_exo1 DUF3987 DUF4326 Macro AAA_30 UvrD_C_2 DUF2201 DUF2201_N MazG Response_reg DUF2493 RNA_pol AAA_24,Non-significant
MDSZ01084478.1;size=1,Virus,6671,+,4.45,HTH_17 Resolvase Recombinase Zn_ribbon_recom Resolvase,Non-significant
MDSZ01084676.1;size=1,Virus,42484,+,32.71,PriCT_1 Thymidylat_synt Methyltransf_23 PRA-PH DUF932 dCMP_cyt_deam_1 DNA_pol_A DNA_pol_A_exo1 ADPrib_exo_Tox GTA_holin_3TM AAA_19 UvrD_C UvrD_C_2 Viral_helicase1 SNF2_N Helicase_C Head-tail_con Glyco_hydro_108 PG_binding_3,Non-significant
MDSZ01084742.1;size=1,Virus,4915,+,3.73,Phage_integrase DUF4338 Phage_integrase,Non-significant
MDSZ01084768.1;size=1,Virus,2957,+,4.52,Peptidase_S74,Non-significant
MDSZ01084909.1;size=1,Virus,10088,+,4.75,Resolvase Recombinase Resolvase Recombinase Zn_ribbon_recom,Non-significant
MDSZ01084941.1;size=1,Virus,5017,+,3.36,Resolvase Recombinase Resolvase Recombinase,Non-significant
MDSZ01085087.1;size=1,Virus,5988,+,3.02,Resolvase Recombinase HTH_17,Non-significant
MDSZ01085390.1;size=1,Virus,5894,+,3.00,Arm-DNA-bind_3 Phage_integrase Phage_int_SAM_3 Phage_AlpA Resolvase,Non-significant
MDSZ01085446.1;size=1,Virus,4182,+,22.88,Phage_F Chlamy_scaf,Chromosome,0.241272118604,0.7236328125,"gi|1436208791|gb|MH617201.1| Microviridae sp. isolate ctca97, complete genome"
MDSZ01085920.1;size=1,Virus,4431,+,22.88,Phage_F Chlamy_scaf,Virus,0.113067027759,0.780198019802,"gi|914293554|gb|KP784182.1| Uncultured virus clone SAR_ssMCP_Sept_2010_100m_27 major capsid protein gene, partial cds"
MDSZ01086043.1;size=1,Virus,6306,+,3.16,N6_N4_Mtase ParBc Phage_integrase Phage_int_SAM_5,Non-significant
MDSZ01086992.1;size=1,Virus,4681,+,3.36,Resolvase Recombinase Resolvase Recombinase,Non-significant
MDSZ01088553.1;size=1,Virus,4752,+,5.34,RepA_C Resolvase Rep_N Resolvase,Non-significant
MDSZ01089739.1;size=1,Virus,3371,+,3.89,Resolvase Recombinase HTH_36,Non-significant
MDSZ01090399.1;size=1,Virus,5640,+,6.35,Terminase_2 Phage_integrase AAA_25,Non-significant
MDSZ01090667.1;size=1,Virus,3287,+,22.44,HMG_box HMG_box,Non-significant
MDSZ01104871.1;size=1,Virus,12165,+,3.75,Phage_int_SAM_5 Phage_integrase Resolvase Recombinase,Non-significant
MDSZ01175132.1;size=1,Virus,180124,+,14.90,SLT Terminase_GpA SNF2_N Helicase_C ThiF Fer4_12 RecA Metallophos Cas_Cas4 RusA RecA HTH_31 Toprim_2 DnaB_C UDG ResIII Helicase_C CHAP DUF1257 Sigma70_r3 AAA ParBc Baseplate_J DNA_pol_A DNA_pol_A_exo1 RNA_pol_Rpb2_6 RNA_pol_Rpb1_2 RNA_pol_Rpb1_5 RNA_pol_Rpb1_1 RNA_pol_Rpb1_3 RNA_pol_Rpb2_3 Laminin_G_3 TROVE Amidase_2 PG_binding_1 Cu-binding_MopE Cu-binding_MopE Cu-binding_MopE Cu-binding_MopE Cu-binding_MopE Cu-binding_MopE PolyA_pol PolyA_pol_RNAbd DUF2997,Non-significant
MDSZ01214708.1;size=1,Virus,6432,+,3.89,Phage_integrase Resolvase Dam,Non-significant
MDSZ01215588.1;size=1,Virus,7093,+,7.12,Phage_integrase Phage_int_SAM_5 DUF3987 DUF3127,Non-significant
MDSZ01215782.1;size=1,Virus,4805,+,3.32,Phage_integrase Phage_int_SAM_3 Resolvase,Non-significant
MDSZ01260067.1;size=1,Virus,7867,+,4.69,zf-CHC2 Toprim_2 Phage_integrase Phage_int_SAM_5 HTH_3 Phage_integrase Phage_int_SAM_1,Chromosome,0.137155205288,0.770394133822,"gi|1175431232|emb|LT838813.1| Aquiflexum balticum DSM 16537 genome assembly, chromosome: I"
MDSZ01268088.1;size=1,Virus,3039,+,23.04,zf-FCS HMG_box,Non-significant
MDTA01022944.1;size=1,Virus,34457,+,13.89,DUF1071 Glyco_hydro_108 PG_binding_3 ParBc DUF2958 SSB 2OG-FeII_Oxy_3 HTH_3 Head-tail_con,Non-significant
MDTA01031815.1;size=1,Virus,4296,+,5.02,Gly_rich,Non-significant
MDTA01032030.1;size=1,Virus,5493,+,6.35,Phage_integrase AAA_25 Terminase_2,Non-significant
MDTA01088739.1;size=1,Virus,307058,+,137.72,Gp23 Gp23 UPF0227 ResIII Helicase_C DHFR_1 RecA RNA_ligase DNA_pol3_alpha RCC1 RCC1_2 Response_reg CTP_transf_like SLT AAA_2 ClpB_D2-small AAA Clp_N Macro NAPRTase Glutaredoxin Peptidase_S8 AAA_5 UDPG_MGDP_dh UDPG_MGDP_dh_N NAD_binding_2 RNase_T MazG dCMP_cyt_deam_1 Calx-beta Calx-beta Calx-beta Calx-beta Calx-beta Calx-beta Phage_DsbA DNA_pol_B_exo1 DNA_pol_B DNA_pol_B ADH_N NUDIX DNA_ligase_A_M DNA_ligase_OB_2 GPW_gp25 GTP_cyclohydroI Thymidylat_synt Peptidase_S80 Phage_sheath_1C Peptidase_S8 MazG YqeY HNH DUF2828 DUF2828 DnaB_C UvdE CLP_protease Ribonuc_red_sm Ribonuc_red_lgC ATP-cone Ribonuc_red_lgN NUDIX CTP_transf_like AAA PhoH Fer4_12 5_3_exonuc_N Metallophos Holin_2-3 Acetyltransf_1 DUF2201_N DUF2201 VWA ClpS Terminase_6 Terminase_6C Calx-beta Calx-beta Calx-beta Calx-beta Phage_T4_gp19 Tn7_Tnp_TnsA_N Peptidase_S77,Non-significant
MDTA01088897.1;size=1,Virus,73512,+,28.06,Response_reg DUF2201 DUF2201_N MazG DUF4326 AAA_24 DUF3987 DNA_pol_A DNA_pol_A_exo1 AAA_30 UvrD_C_2 RNA_pol Macro DUF2493,Non-significant
MDTA01090657.1;size=1,Virus,5346,+,3.00,Phage_AlpA Phage_integrase Phage_int_SAM_3 Arm-DNA-bind_3 Resolvase,Non-significant
MDTA01090680.1;size=1,Virus,37486,+,27.59,DUF669 CLP_protease DUF3799 Prim-Pol DUF3987 DNA_pol_A DNA_pol_A_exo1 DUF3310 GTA_holin_3TM,Non-significant
MDTA01094185.1;size=1,Virus,4736,+,4.64,Phage_tail_APC,Non-significant
MDTA01158652.1;size=1,Virus,56045,+,16.58,2OG-FeII_Oxy_5 DUF5309 Prim-Pol AAA_25 YqaJ DUF1738 Phage_integrase Hydrolase_2 Terminase_6C Phage_tail_APC LysM HlyC GerE AAA_24 Amidase_2 Crp,Non-significant
MDTA01181658.1;size=1,Virus,3072,+,16.70,DUF285 DUF285 DUF285 DUF285 DUF285 DUF285,Non-significant
MDTA01186507.1;size=1,Virus,6136,+,7.04,Phage_integrase Phage_integrase Terminase_2 AAA_25,Non-significant
MDTB01005288.1;size=1,Virus,7268,-,4.91,Asp_Arg_Hydrox GATase_6 Pribosyltran Thymidylat_synt DHFR_1,Non-significant
MDTB01009645.1;size=1,Virus,2840,+,7.00,Glyco_transf_25 Glyco_transf_10 Glyco_transf_25,Non-significant
MDTB01018786.1;size=1,Virus,4179,+,30.78,Pox_MCEL mRNA_cap_C mRNA_cap_enzyme,Non-significant
MDTB01019053.1;size=1,Virus,2804,+,14.85,zf-C3HC4 DUF285,Non-significant
MDTB01024511.1;size=1,Virus,5687,-,12.07,Phage_F,Non-significant
MDTB01024705.1;size=1,Virus,4430,-,3.11,RusA,Non-significant
MDTB01024710.1;size=1,Virus,25878,+,9.49,N6_N4_Mtase N6_N4_Mtase HTH_3 HTH_17 DNA_methylase DNA_methylase Phage_integrase,Non-significant
MDTB01024876.1;size=1,Virus,243275,+,64.10,MmcB-like Thymidylate_kin Helicase_C HNH DNA_pol_A DNA_pol_A_exo1 PP-binding PDDEXK_1 DNA_topoisoIV DnaB_C dCMP_cyt_deam_1 RecA LAGLIDADG_3 Intein_splicing RecA zf-CHC2 Toprim_2 PadR UvdE Phage_sheath_1 Collagen GPW_gp25 PAAR_motif Collagen Collagen ResIII Phage_sheath_1 Phage_sheath_1C Glycos_transf_2 DNA_ligase_aden DNA_ligase_OB SspB Thymidylat_synt Intein_splicing DUF1353 DNA_pol3_delta2 DNA_methylase DNA_methylase Methyltransf_25 Asn_synthase DNA_gyraseB Toprim HATPase_c DUF1273 Calx-beta Calx-beta Collagen Topoisom_I 2OG-FeII_Oxy_3 5_3_exonuc_N 5_3_exonuc Proteasome,Non-significant
MDTB01024912.1;size=1,Virus,8298,+,4.05,Phage_integrase DNA_pol_A,Non-significant
MDTB01024942.1;size=1,Virus,36860,+,13.10,DUF2958 Dam Head-tail_con Metallophos DnaB DnaB_C AAA_25 HTH_36,Non-significant
MDTB01024959.1;size=1,Virus,5837,+,3.52,Phage_CRI Zot,Non-significant
MDTB01024998.1;size=1,Virus,46242,-,25.83,RNase_T Peptidase_M15_3 Laminin_G_3 PhageMin_Tail Terminase_3 DUF4942 Phage_int_SAM_5 Phage_holin_4_1 HTH_26 NinG ANT AntA,Non-significant
MDTB01025032.1;size=1,Virus,3345,+,3.29,Phage_integrase Phage_int_SAM_3,Non-significant
MDTB01025092.1;size=1,Virus,4757,+,16.55,zf-RING_2 DNA_pol_B DNA_pol_B_exo1,Non-significant
MDTB01025151.1;size=1,Virus,3988,+,3.14,Laminin_G_3 Cohesin Laminin_G_3 Laminin_G_3 Laminin_G_3 Cohesin,Non-significant
MDTB01025159.1;size=1,Virus,4635,+,33.69,Chlamy_scaf Phage_F Chlamy_scaf,Chromosome,0.760302049622,0.804317353518,"gi|1436213162|gb|MH617417.1| Microviridae sp. isolate ctce43, complete genome"
MDTB01025285.1;size=2,Virus,6963,+,6.67,Phage_DNA_bind Phage_CRI HTH_3 Zot,Non-significant
MDTB01025287.1;size=4,Virus,5483,+,3.02,Resolvase Recombinase HTH_17,Non-significant
MDTB01025302.1;size=1,Virus,8371,+,5.00,Helicase_C ResIII DEAD Helicase_C DEAD,Non-significant
MDTB01025406.1;size=1,Virus,6466,-,26.42,DUF305 DUF305 MORN MORN MORN MORN MORN MORN MORN SNase,Non-significant
MDTB01025477.1;size=1,Virus,5790,+,6.35,AAA_25 Phage_integrase Terminase_2,Non-significant
MDTB01025639.1;size=1,Virus,4268,+,8.29,DNA_methylase Terminase_6 Phage_portal,Non-significant
MDTB01026207.1;size=1,Virus,3061,+,11.22,HMG_box,Non-significant
MDTB01064150.1;size=1,Virus,44045,+,10.69,AAA_5 DUF3799 ResIII Helicase_C Resolvase Recombinase Toprim_2 HTH_17,Non-significant
MDTB01071176.1;size=1,Virus,2563,+,4.20,Gly_transf_sug Gly_transf_sug,Non-significant
MDTB01086806.1;size=1,Virus,4307,+,22.88,Phage_F Chlamy_scaf,Chromosome,0.133967959136,0.780821917808,"gi|1436207332|gb|MH617123.1| Microviridae sp. isolate ctcd70, complete genome"
MDTB01089287.1;size=1,Virus,3457,-,44.74,Thioredoxin MORN MORN MORN MORN MORN MORN MORN MORN MORN MORN MORN,Non-significant
MDTB01094721.1;size=1,Virus,5472,+,3.02,HTH_17 Resolvase Recombinase,Non-significant
MDTB01097670.1;size=1,Virus,36493,+,30.48,DUF5309 Peptidase_M15_3 Peptidase_S74 PAPS_reduct Coq4 Phage_integrase Peptidase_S74 AAA_24 AAA_25 Toprim_3 Toprim_4 HTH_17 DUF2800 GTA_holin_3TM N6_N4_Mtase ParBc DUF3310,Non-significant
MDTB01103303.1;size=1,Virus,3610,+,3.89,Resolvase Recombinase HTH_36,Non-significant
MDTB01136960.1;size=1,Virus,3749,+,3.27,DNA_methylase DNA_methylase,Non-significant
MDTB01165412.1;size=1,Virus,3393,+,18.88,PCNA_N PCNA_C,Non-significant
MDTB01179368.1;size=1,Virus,5758,+,4.52,Peptidase_S74,Non-significant
MDTB01188642.1;size=1,Virus,9355,-,9.72,Asn_synthase Asn_synthase HNH_5 RNA_pol_Rpb1_5 RNA_pol_Rpb1_4 RNA_pol_Rpb1_1 RNA_pol_Rpb1_2 RNA_pol_Rpb1_3,Non-significant
MDTB01189418.1;size=1,Virus,5141,+,3.00,Phage_AlpA Phage_integrase Phage_int_SAM_3 Arm-DNA-bind_3 Resolvase,Non-significant
MDTB01200309.1;size=1,Virus,8682,+,8.73,AAA_25 Phage_integrase AAA_25 Prim-Pol,Non-significant
MDTB01200663.1;size=1,Virus,3460,+,6.96,SASA Peptidase_S74 Lectin_C YadA_head Peptidase_S74,Non-significant
MDTB01217829.1;size=1,Virus,3750,+,5.81,DUF932 2OG-FeII_Oxy_5,Non-significant
MDTC01010196.1;size=1,Virus,5358,+,3.02,HTH_17 Resolvase Recombinase,Non-significant
MDTC01021284.1;size=1,Virus,59918,+,22.66,Bac_DnaA_C VRR_NUC SNF2_N ResIII VirE_N DUF3799 DUF1071 Cpn60_TCP1 Cpn10 Bac_DnaA_C DUF1071 Laminin_G_3 Peptidase_M15_3,Non-significant
MDTC01025708.1;size=1,Virus,36799,+,8.34,VRR_NUC PhageMin_Tail CLP_protease Phage_portal ParBc ParBc Terminase_3 HNH SBP_bac_5 HTH_36,Non-significant
MDTC01035038.1;size=1,Virus,33619,+,30.49,Pectate_lyase_3 Beta_helix Phage_T7_tail ERF YqaJ HTH_39 Head-tail_con Phage_lysozyme GTA_holin_3TM HTH_36,Non-significant
MDTC01102627.1;size=1,Virus,5407,+,13.53,TNFR_c6 TNFR_c6,Non-significant
MDTC01133259.1;size=1,Virus,32712,+,17.25,GTA_holin_3TM Terminase_2 Head-tail_con YqaJ VRR_NUC HTH_3 Phage_integrase,Non-significant
MDTC01133718.1;size=1,Virus,35376,+,29.76,Terminase_6 Terminase_6C Head-tail_con MT-A70 DNA_pol_A 5_3_exonuc_N Phage_endo_I DUF3310 Pesticin N6_N4_Mtase GerE GerE Toprim_2 DnaB_C,Non-significant
MDTC01133915.1;size=1,Virus,32672,+,22.25,RecT LexA_DNA_bind Amidase_2 GTA_holin_3TM Head-tail_con DNA_methylase Bac_DnaA_C Peptidase_S74 Terminase_2 Resolvase Recombinase,Non-significant
MDTC01134114.1;size=1,Virus,16090,+,3.58,D5_N PT-HINT,Non-significant
MDTC01134245.1;size=1,Virus,24903,+,15.36,Prim-Pol Pox_A32,Non-significant
MDTC01134346.1;size=1,Virus,34318,+,28.57,RecT RNase_H_2 Amidase_3 Peptidase_S78 Phage_portal Phage_capsid HTH_36 ParBc ParBc Terminase_6 PhageMin_Tail DUF3799 Gly_transf_sug,Non-significant
MDTC01134377.1;size=1,Virus,6711,+,3.16,Phage_int_SAM_5 N6_N4_Mtase ParBc Phage_integrase,Non-significant
MDTC01134514.1;size=1,Virus,33266,+,33.86,Peptidase_S74 Terminase_2 Head-tail_con Phage_lysozyme DUF932 Tube ERF HTH_39 ERF,Non-significant
MDTC01134727.1;size=1,Virus,37429,+,22.30,RusA 2OG-FeII_Oxy_3 Terminase_6C PDDEXK_1 DnaB_C Amidase_2 PG_binding_1 HTH_7 Phage_integrase Peptidase_S74,Non-significant
